player_name,passes,pass_danger
Ousmane Dembélé,255,0.10386309912689287
Lionel Andrés Messi Cuccittini,1137,0.0992995343068519
Luis Alberto Suárez Díaz,538,0.09811942254456936
Philippe Coutinho Correia,585,0.08848038753048479
Andrés Iniesta Luján,799,0.0704834563910173
Christian Fuchs,211,0.06842167979605758
Sergi Roberto Carnicer,968,0.05824185086093637
Jordi Alba Ramos,1174,0.05772209599200632
Danny Drinkwater,214,0.055102507565440544
José Paulo Bezzera Maciel Júnior,767,0.051963493476073104
Lucas Digne,251,0.051810782433699444
Ivan Rakitić,1257,0.050508949404390706
Nélson Cabral Semedo,664,0.0491947477169358
Erik Pieters,232,0.04301140651167536
Sergio Busquets i Burgos,1149,0.040582377223898514
